timestamps,prices,consumption,temperature,radiation_direct_horizontal,radiation_diffuse_horizontal
21-01-18 10:00,46.4,29.76,9.554,197.1876,127.1374
21-01-18 11:00,45.54,29.88,10.901,272.8317,123.6323
21-01-18 12:00,43.13,29.53,11.835,301.7807,116.0757
21-01-18 13:00,37.75,27.96,12.189,272.9075,108.5221
21-01-18 14:00,38.58,27.65,11.915,195.4706,98.3864
21-01-18 15:00,43.43,28.09,10.803,91.4444,78.1015
21-01-18 16:00,48.15,29.37,8.497,11.9674,28.3485
21-01-18 17:00,53.34,32.65,6.904,0.0063,0.0553
21-01-18 18:00,51.9,34.73,6.332,0,0
21-01-18 19:00,53.34,35.13,5.865,0,0
21-01-18 20:00,50.41,34,5.402,0,0
21-01-18 21:00,49.91,32.29,5.012,0,0
21-01-18 22:00,45.08,29.51,4.659,0,0
21-01-18 23:00,37,26.87,4.354,0,0
22-01-18 00:00,27.06,24.71,4.107,0,0
22-01-18 01:00,20,23.32,3.819,0,0
22-01-18 02:00,16.22,22.71,3.597,0,0
22-01-18 03:00,12.88,22.72,3.389,0,0
22-01-18 04:00,15.84,23.09,3.226,0,0
22-01-18 05:00,33,25.03,3.063,0,0
22-01-18 06:00,44.65,30.65,2.886,0,0.0005
22-01-18 07:00,48.15,37.19,2.911,5.2268,11.5801
22-01-18 08:00,53.84,41.99,4.524,69.2145,55.7262
22-01-18 09:00,52.4,43.41,6.748,188.0173,76.4804
22-01-18 10:00,48.64,43.13,8.385,284.1989,87.2231
22-01-18 11:00,47.57,42.67,9.538,324.7724,99.5994
22-01-18 12:00,47,40.4,10.194,309.1802,112.1007
22-01-18 13:00,47.39,40.17,10.433,239.2822,123.0955
22-01-18 14:00,51.33,41.46,10.289,144.8947,120.8707
22-01-18 15:00,52.85,42.42,9.559,47.897,92.1027
22-01-18 16:00,58.61,43.68,7.896,5.5008,27.2856
22-01-18 17:00,69.42,45.35,6.794,0.0052,0.0616
22-01-18 18:00,69.53,45.34,6.408,0,0
22-01-18 19:00,60.57,43.94,6.102,0,0
22-01-18 20:00,54.73,41.55,5.93,0,0
22-01-18 21:00,53.8,38.62,5.776,0,0
22-01-18 22:00,51.17,34.52,5.636,0,0
22-01-18 23:00,48.17,31.1,5.507,0,0
23-01-18 00:00,47,28.3,5.352,0,0
23-01-18 01:00,43.76,26.64,5.19,0,0
23-01-18 02:00,43.23,25.86,5.006,0,0
23-01-18 03:00,43.28,25.55,4.846,0,0
23-01-18 04:00,43.16,25.73,4.649,0,0
23-01-18 05:00,44.06,27.25,4.385,0,0
23-01-18 06:00,52.62,32.5,4.115,0,0.0002
23-01-18 07:00,67.38,38.76,3.975,1.5751,10.7122
23-01-18 08:00,73.65,43.1,5.38,45.214,66.4445
23-01-18 09:00,64.74,44.66,7.367,155.312,92.9362
23-01-18 10:00,52.55,44,9.018,260.4607,99.1481
23-01-18 11:00,48.91,42.85,10.281,334.7214,97.0133
23-01-18 12:00,45.9,40.53,11.096,350.2716,95.3848
23-01-18 13:00,45.28,40.19,11.471,312.199,92.0701
23-01-18 14:00,45.92,41.5,11.341,226.0434,86.1205
23-01-18 15:00,48.15,42.33,10.477,107.2195,73.25
23-01-18 16:00,53.4,43.74,8.294,15.1506,29.8347
23-01-18 17:00,61.37,45.87,6.505,0.0125,0.0883
23-01-18 18:00,60.46,45.97,5.862,0,0
23-01-18 19:00,58.32,44.51,5.367,0,0
23-01-18 20:00,53.98,41.76,4.969,0,0
23-01-18 21:00,50.49,38.49,4.64,0,0
23-01-18 22:00,50.11,34.57,4.395,0,0
23-01-18 23:00,44.89,31.06,4.231,0,0
24-01-18 00:00,44.66,28.52,4.107,0,0
24-01-18 01:00,41.96,26.9,3.989,0,0
24-01-18 02:00,39.5,26.01,3.844,0,0
24-01-18 03:00,40,25.9,3.706,0,0
24-01-18 04:00,40,26.09,3.617,0,0
24-01-18 05:00,42.73,27.57,3.471,0,0
24-01-18 06:00,50.64,32.99,3.351,0.0002,0.0016
24-01-18 07:00,52.68,39.3,3.49,5.6006,12.8091
24-01-18 08:00,63.64,43.73,4.931,55.4217,63.5363
24-01-18 09:00,54.13,44.81,6.599,147.0871,96.9738
24-01-18 10:00,50.96,43.64,8.081,243.4278,107.6658
24-01-18 11:00,47.43,42.71,9.308,314.2695,106.8676
24-01-18 12:00,46.36,40.35,10.028,330.7172,104.6474
24-01-18 13:00,46.88,39.86,10.385,302.1063,97.5576
24-01-18 14:00,50.98,41.14,10.375,220.7509,89.4911
24-01-18 15:00,52.96,42.04,9.812,107.2006,74.6262
24-01-18 16:00,63.83,43.41,8.047,14.6209,31.0804
24-01-18 17:00,74.97,45.94,6.682,0.0108,0.0984
24-01-18 18:00,75.06,46.14,6.177,0,0
24-01-18 19:00,78.91,44.52,5.711,0,0
24-01-18 20:00,58.42,41.91,5.34,0,0
24-01-18 21:00,53.65,38.61,5.031,0,0
24-01-18 22:00,52.66,34.79,4.798,0,0
24-01-18 23:00,49.95,31.21,4.599,0,0
25-01-18 00:00,48.53,28.78,4.449,0,0
25-01-18 01:00,44.8,27.14,4.379,0,0
25-01-18 02:00,43.28,26.35,4.281,0,0
25-01-18 03:00,42.86,26.25,4.178,0,0
25-01-18 04:00,43.01,26.38,4.138,0,0
25-01-18 05:00,44.67,27.68,4.106,0,0
25-01-18 06:00,51.74,32.76,4.076,0.0002,0.0028
25-01-18 07:00,60.87,39.23,4.169,4.4994,14.0184
25-01-18 08:00,72.73,43.67,5.362,42.3913,71.8922
25-01-18 09:00,68.44,44.88,6.997,112.8356,118.1184
25-01-18 10:00,52.42,44.01,8.504,179.0105,144.7917
25-01-18 11:00,51.06,43.39,9.533,208.4182,163.3518
25-01-18 12:00,49.47,40.87,10.143,189.5305,176.5517
25-01-18 13:00,49.09,40.43,10.375,141.6724,175.1469
25-01-18 14:00,51.32,41.77,10.218,83.2034,151.2285
25-01-18 15:00,52.43,42.63,9.552,32.3995,100.7428
25-01-18 16:00,59.99,43.94,7.986,4.0229,29.4062
25-01-18 17:00,74.64,45.82,6.864,0.0068,0.1087
25-01-18 18:00,73.46,45.95,6.459,0,0
25-01-18 19:00,67.71,44.51,6.113,0,0
25-01-18 20:00,55.01,41.68,5.793,0,0
25-01-18 21:00,51.96,38.62,5.499,0,0
25-01-18 22:00,49.25,34.82,5.317,0,0
25-01-18 23:00,44.01,31.36,5.241,0,0
26-01-18 00:00,46.24,28.61,5.183,0,0
26-01-18 01:00,43.39,27.15,5.129,0,0
26-01-18 02:00,42.63,26.38,5.099,0,0
26-01-18 03:00,41.04,26.06,5.097,0,0
26-01-18 04:00,42.23,26.38,5.142,0,0
26-01-18 05:00,43.01,27.6,5.145,0,0
26-01-18 06:00,47.3,32.68,5.135,0.0003,0.0049
26-01-18 07:00,51.27,38.98,5.269,2.3142,14.1245
26-01-18 08:00,57.1,43.38,6.172,11.9655,71.2053
26-01-18 09:00,54.52,44.88,7.275,31.6325,135.1854
26-01-18 10:00,53.76,43.95,8.397,66.1924,184.462
26-01-18 11:00,51.99,43.34,9.279,104.8076,207.8983
26-01-18 12:00,50.13,41.02,9.9,118.5601,209.7778
26-01-18 13:00,49.2,40.39,10.202,102.8573,194.9027
26-01-18 14:00,48.96,41.36,10.146,64.3195,161.0632
26-01-18 15:00,50.5,42.03,9.67,24.512,103.5139
26-01-18 16:00,56.42,43.1,8.312,2.8626,29.3502
26-01-18 17:00,67.55,45.01,7.174,0.0031,0.0942
26-01-18 18:00,66.92,45.18,6.834,0,0
26-01-18 19:00,60.61,43.92,6.613,0,0
26-01-18 20:00,54.42,41,6.44,0,0
26-01-18 21:00,51.86,37.88,6.279,0,0
26-01-18 22:00,50.04,34.26,6.169,0,0
26-01-18 23:00,43.99,31,6.058,0,0
27-01-18 00:00,46.96,28.66,5.921,0,0
27-01-18 01:00,45.2,26.95,5.752,0,0
27-01-18 02:00,42.33,26.18,5.644,0,0
27-01-18 03:00,41.35,25.53,5.559,0,0
27-01-18 04:00,41.35,25.53,5.507,0,0
27-01-18 05:00,41.66,26,5.47,0,0
27-01-18 06:00,46,28.54,5.439,0.0004,0.0069
27-01-18 07:00,50.65,32.22,5.611,1.534,13.0922
27-01-18 08:00,52.6,34.65,6.735,13.2848,72.1731
27-01-18 09:00,52.75,36.35,8.163,47.8943,137.7554
27-01-18 10:00,49.98,36.37,9.633,106.5489,176.562
27-01-18 11:00,46.73,35.19,10.858,166.5869,186.4941
27-01-18 12:00,43.93,33.36,11.603,195.1753,180.7097
27-01-18 13:00,42.9,31.82,11.95,177.5661,167.2975
27-01-18 14:00,44.37,31.68,11.976,127.5654,143.1679
27-01-18 15:00,48.53,31.95,11.528,54.16,103.4917
27-01-18 16:00,50.89,33.18,9.968,7.2398,35.0714
27-01-18 17:00,54.1,36.5,8.585,0.0152,0.1893
27-01-18 18:00,55.63,38.19,7.904,0,0
27-01-18 19:00,56.29,38.06,7.365,0,0
27-01-18 20:00,54.37,36,6.913,0,0
27-01-18 21:00,51.61,33.22,6.486,0,0
27-01-18 22:00,48.74,30.82,6.209,0,0
27-01-18 23:00,45.92,28.2,6.012,0,0
28-01-18 00:00,46.32,25.57,5.803,0,0
28-01-18 01:00,43.66,23.9,5.642,0,0
28-01-18 02:00,42.06,22.85,5.525,0,0
28-01-18 03:00,41.25,22.36,5.451,0,0
28-01-18 04:00,38.69,22.11,5.351,0,0
28-01-18 05:00,40.7,22.52,5.224,0,0
28-01-18 06:00,42.31,23.78,5.067,0.0006,0.0095
28-01-18 07:00,43.46,25.17,5.168,2.5781,14.4613
28-01-18 08:00,47.08,26.77,6.383,36.0504,75.8217
28-01-18 09:00,48.7,28.52,8.062,121.6733,116.1862
28-01-18 10:00,49.15,29.2,9.808,238.5429,119.7768
28-01-18 11:00,48.02,29.3,11.172,321.9295,112.9828
28-01-18 12:00,47.46,29.02,12.078,354.0387,104.5207
28-01-18 13:00,46.65,27.55,12.508,315.5218,100.8569
28-01-18 14:00,46.5,27.16,12.498,231.4957,93.8879
28-01-18 15:00,47.45,27.45,11.907,111.736,80.9236
28-01-18 16:00,50.29,28.42,9.997,17.2432,36.5889
28-01-18 17:00,52,31.66,8.464,0.0314,0.2526
28-01-18 18:00,56.9,33.85,7.896,0,0
28-01-18 19:00,58.81,34.51,7.405,0,0
28-01-18 20:00,55.76,33.57,6.966,0,0
28-01-18 21:00,54.11,31.81,6.598,0,0
28-01-18 22:00,51.12,29.33,6.296,0,0
28-01-18 23:00,46.9,26.68,6.068,0,0
29-01-18 00:00,42.29,24.34,5.847,0,0
29-01-18 01:00,37.39,23.05,5.695,0,0
29-01-18 02:00,36.6,22.45,5.53,0,0
29-01-18 03:00,35,22.32,5.349,0,0
29-01-18 04:00,36.6,22.71,5.174,0,0
29-01-18 05:00,41.29,24.68,4.97,0,0
29-01-18 06:00,51,30.51,4.831,0.0009,0.0142
29-01-18 07:00,57.61,36.83,4.945,3.9842,16.2129
29-01-18 08:00,58.36,41.51,6.276,45.3241,75.7607
29-01-18 09:00,56.9,42.9,8.076,127.0141,116.032
29-01-18 10:00,53.62,42.27,9.721,216.0615,131.3079
29-01-18 11:00,51.82,41.73,10.799,285.8497,130.7776
29-01-18 12:00,48.9,39.62,11.551,329.205,117.3428
29-01-18 13:00,49.4,39.38,11.954,311.7144,104.871
29-01-18 14:00,51.42,40.73,11.916,232.2017,95.3776
29-01-18 15:00,53.84,41.49,11.317,118.3973,80.033
29-01-18 16:00,57.69,42.7,9.489,19.5165,37.6761
29-01-18 17:00,62.35,44.45,7.902,0.0492,0.3334
29-01-18 18:00,65.56,44.58,7.365,0,0
29-01-18 19:00,59.21,43.42,6.94,0,0
29-01-18 20:00,55.99,41.18,6.537,0,0
29-01-18 21:00,52.5,38.17,6.166,0,0
29-01-18 22:00,51.95,34.3,5.865,0,0
29-01-18 23:00,48.42,30.9,5.591,0,0
30-01-18 00:00,44.97,27.83,5.359,0,0
30-01-18 01:00,40.67,26.19,5.147,0,0
30-01-18 02:00,37.7,25.65,4.97,0,0
30-01-18 03:00,36.07,25.37,4.807,0,0
30-01-18 04:00,36.07,25.56,4.65,0,0
30-01-18 05:00,39.3,26.95,4.556,0,0
30-01-18 06:00,47.06,31.99,4.485,0.0009,0.0179
30-01-18 07:00,51.21,38.4,4.626,2.2153,15.5053
30-01-18 08:00,53.99,42.6,5.872,26.1967,79.5769
30-01-18 09:00,54.64,44.23,7.548,91.2532,131.6541
30-01-18 10:00,50.01,43.7,9.062,199.853,142.4165
30-01-18 11:00,48.79,43.2,10.346,305.0368,127.0273
30-01-18 12:00,46.57,40.87,11.173,345.3035,114.3923
30-01-18 13:00,46.75,40.41,11.56,309.693,109.2534
30-01-18 14:00,48.35,41.68,11.537,227.4916,101.2294
30-01-18 15:00,49.94,42.28,11.008,109.5187,86.8497
30-01-18 16:00,54.92,43.41,9.276,17.0686,40.0032
30-01-18 17:00,57.88,45.07,7.599,0.0444,0.3877
30-01-18 18:00,60.67,45.28,6.929,0,0
30-01-18 19:00,57.36,44.02,6.439,0,0
30-01-18 20:00,52.85,41.57,6.057,0,0
30-01-18 21:00,50.17,38.54,5.774,0,0
30-01-18 22:00,48.06,34.66,5.599,0,0
30-01-18 23:00,46.97,31.16,5.445,0,0
31-01-18 00:00,47.17,28.29,5.247,0,0
31-01-18 01:00,44.38,26.87,5.057,0,0
31-01-18 02:00,44.29,26.2,4.884,0,0
31-01-18 03:00,44.28,25.94,4.744,0,0
31-01-18 04:00,45.42,26.18,4.653,0,0
31-01-18 05:00,46.41,27.66,4.614,0,0
31-01-18 06:00,50.09,32.77,4.594,0.0015,0.0279
31-01-18 07:00,57.24,39.04,4.757,2.3298,16.8753
31-01-18 08:00,62.43,43.18,5.889,20.5762,81.5223
31-01-18 09:00,62.37,44.71,7.303,72.5832,142.2872
31-01-18 10:00,56.11,44.23,8.646,148.8107,170.4343
31-01-18 11:00,52.16,43.43,9.698,209.4112,177.3081
31-01-18 12:00,49.45,41.32,10.315,215.7443,179.9859
31-01-18 13:00,49.53,40.86,10.541,175.0222,175.7246
31-01-18 14:00,50.87,41.71,10.458,120.9026,153.2685
31-01-18 15:00,51.45,42.4,9.957,47.8389,110.8584
31-01-18 16:00,58.83,43.84,8.593,7.1754,39.6287
31-01-18 17:00,63.89,45.3,7.256,0.041,0.4724
31-01-18 18:00,63.02,45.47,6.786,0,0
31-01-18 19:00,57.5,44.18,6.421,0,0
31-01-18 20:00,53.47,41.77,6.114,0,0
31-01-18 21:00,51.12,38.59,5.849,0,0
31-01-18 22:00,48.44,34.79,5.635,0,0
31-01-18 23:00,46.79,31.04,5.459,0,0
01-02-18 00:00,43.05,28.54,5.308,0,0
01-02-18 01:00,39.85,26.88,5.285,0,0
01-02-18 02:00,37.33,26.02,5.321,0,0
01-02-18 03:00,37.5,25.78,5.366,0,0
01-02-18 04:00,37.9,25.98,5.415,0,0
01-02-18 05:00,40.16,27.56,5.45,0,0
01-02-18 06:00,46.45,32.63,5.459,0.0025,0.0473
01-02-18 07:00,51.22,38.9,5.77,1.2636,16.3789
01-02-18 08:00,52.23,43.01,6.905,7.3312,74.9955
01-02-18 09:00,50.05,44.28,8.048,18.3295,138.8558
01-02-18 10:00,49.38,43.67,9.048,35.0326,194.6167
01-02-18 11:00,48.35,43.11,9.747,35.0142,216.1849
01-02-18 12:00,47.43,40.7,10.023,21.7192,200.2739
01-02-18 13:00,46.83,40.17,9.988,12.0883,163.378
01-02-18 14:00,48.54,41.5,9.784,7.7808,126.2227
01-02-18 15:00,48.9,42.46,9.337,3.6836,76.224
01-02-18 16:00,50.23,43.28,8.534,1.052,26.9486
01-02-18 17:00,53.78,44.37,7.7,0.0125,0.4097
01-02-18 18:00,55.94,45.28,7.496,0,0
01-02-18 19:00,54.66,44.1,7.405,0,0
01-02-18 20:00,51.64,41.49,7.336,0,0
01-02-18 21:00,47.57,38.34,7.219,0,0
01-02-18 22:00,44.77,34.63,7.048,0,0
01-02-18 23:00,43.05,30.98,6.829,0,0
02-02-18 00:00,40.89,28.46,6.614,0,0
02-02-18 01:00,38.84,26.89,6.507,0,0
02-02-18 02:00,37.6,26.11,6.541,0,0
02-02-18 03:00,33.35,25.88,6.439,0,0
02-02-18 04:00,37.6,26.22,6.35,0,0
02-02-18 05:00,40.35,27.69,6.264,0,0
02-02-18 06:00,44.64,32.57,6.198,0.0018,0.0492
02-02-18 07:00,53,38.89,6.283,0.6121,13.1334
02-02-18 08:00,56.61,43.09,6.945,4.2868,64.0341
02-02-18 09:00,57.73,44.41,8.007,17.5479,135.8152
02-02-18 10:00,56.91,44.03,8.98,51.2034,199.6422
02-02-18 11:00,54.67,43.56,9.695,85.649,229.1407
02-02-18 12:00,49.79,40.97,10.085,92.9734,233.372
02-02-18 13:00,49.37,40.23,10.18,73.0213,216.1517
02-02-18 14:00,51.39,41.3,9.981,41.3325,174.131
02-02-18 15:00,52.41,41.85,9.436,14.4935,107.3107
02-02-18 16:00,52.69,42.54,8.366,2.275,34.2707
02-02-18 17:00,55.56,43.63,7.285,0.0178,0.5013
02-02-18 18:00,56.69,44.43,6.889,0,0
02-02-18 19:00,57.51,43.45,6.641,0,0
02-02-18 20:00,51.25,40.8,6.44,0,0
02-02-18 21:00,46.36,37.49,6.295,0,0
02-02-18 22:00,44.47,33.98,6.189,0,0
02-02-18 23:00,42.44,30.51,6.202,0,0
03-02-18 00:00,42.63,28.38,6.166,0,0
03-02-18 01:00,39.74,26.7,6.063,0,0
03-02-18 02:00,36.54,25.79,5.881,0,0
03-02-18 03:00,34.07,25.48,5.565,0,0
03-02-18 04:00,33.19,25.41,5.273,0,0
03-02-18 05:00,33.75,25.94,5.033,0,0
03-02-18 06:00,42.01,28.41,4.797,0.0017,0.0544
03-02-18 07:00,47.46,31.83,4.686,0.5961,13.6387
03-02-18 08:00,48.9,34.18,4.989,3.4992,61.5325
03-02-18 09:00,49.82,35.92,5.506,10.887,123.9067
03-02-18 10:00,48.91,35.9,6.115,24.2199,181.55
03-02-18 11:00,47.75,35.19,6.754,41.5415,220.3176
03-02-18 12:00,45.97,33.46,7.226,54.0222,230.6433
03-02-18 13:00,43.4,31.87,7.462,64.4813,218.6282
03-02-18 14:00,43.1,31.67,7.398,51.7207,179.6793
03-02-18 15:00,44.1,31.9,6.994,25.1203,119.1888
03-02-18 16:00,47.01,32.89,5.904,4.4893,42.0157
03-02-18 17:00,51.89,35.37,4.632,0.048,0.8117
03-02-18 18:00,53.12,37.89,4.147,0,0
03-02-18 19:00,54.68,38.1,3.832,0,0
03-02-18 20:00,51.84,35.85,3.577,0,0
03-02-18 21:00,49.27,32.92,3.299,0,0
03-02-18 22:00,44.19,30.54,2.929,0,0
03-02-18 23:00,41.4,27.89,2.472,0,0
04-02-18 00:00,41.45,25.79,2.134,0,0
04-02-18 01:00,37.1,24.09,1.841,0,0
04-02-18 02:00,35.99,22.97,1.651,0,0
04-02-18 03:00,31.87,22.59,1.514,0,0
04-02-18 04:00,31.81,22.44,1.378,0,0
04-02-18 05:00,31.81,22.82,1.211,0,0
04-02-18 06:00,34.52,24.07,1.056,0.0073,0.0917
04-02-18 07:00,38.57,25.23,1.377,6.8858,22.5769
04-02-18 08:00,41.59,27,3.216,75.0453,78.4027
04-02-18 09:00,43.76,28.8,5.023,190.6884,102.4716
04-02-18 10:00,44.31,29.76,6.412,287.9355,113.8094
04-02-18 11:00,43.84,30.13,7.344,328.3446,127.0903
04-02-18 12:00,43.46,29.79,7.805,302.2749,144.0473
04-02-18 13:00,42.33,28.21,7.963,240.2851,151.0674
04-02-18 14:00,43.46,27.84,7.874,165.8499,138.9071
04-02-18 15:00,45.83,28.01,7.438,79.8464,108.0557
04-02-18 16:00,51.38,28.93,6.054,13.8096,47.6563
04-02-18 17:00,57.61,31.28,4.51,0.0648,0.866
04-02-18 18:00,58.94,34.17,4.009,0,0
04-02-18 19:00,64.97,34.85,3.622,0,0
04-02-18 20:00,64.16,33.83,3.253,0,0
04-02-18 21:00,58.91,31.97,2.943,0,0
04-02-18 22:00,52.38,29.52,2.661,0,0
04-02-18 23:00,47.86,26.81,2.463,0,0
05-02-18 00:00,44.2,24.59,2.348,0,0
05-02-18 01:00,40.88,23.36,2.278,0,0
05-02-18 02:00,37.98,22.56,2.261,0,0
05-02-18 03:00,38.94,22.51,2.236,0,0
05-02-18 04:00,39.77,23.17,2.195,0,0
05-02-18 05:00,42.43,25.28,2.058,0,0
05-02-18 06:00,49.33,31.13,1.949,0.0143,0.1435
05-02-18 07:00,56.25,37.54,2.282,5.1015,24.07
05-02-18 08:00,59.62,42.46,3.942,31.5594,93.4407
05-02-18 09:00,58.29,43.89,5.435,77.8074,153.1289
05-02-18 10:00,54.09,43.56,6.688,128.8293,190.8349
05-02-18 11:00,52.73,43.31,7.525,158.8738,211.193
05-02-18 12:00,50.44,40.91,7.995,152.9026,218.7471
05-02-18 13:00,50.98,40.71,8.128,112.1842,210.5207
05-02-18 14:00,51.6,41.83,7.985,63.2244,177.3161
05-02-18 15:00,51.96,42.55,7.554,23.1667,116.2
05-02-18 16:00,54.43,43.39,6.401,3.5822,40.6
05-02-18 17:00,58.7,44.37,5.186,0.0189,0.6419
05-02-18 18:00,60.72,45.27,4.815,0,0
05-02-18 19:00,57.43,44.04,4.519,0,0
05-02-18 20:00,54.3,41.57,4.266,0,0
05-02-18 21:00,49.4,38.47,4.099,0,0
05-02-18 22:00,49,34.53,3.967,0,0
05-02-18 23:00,44.6,31.14,3.843,0,0
06-02-18 00:00,45.4,28.28,3.707,0,0
06-02-18 01:00,42.76,26.7,3.592,0,0
06-02-18 02:00,42.44,25.97,3.514,0,0
06-02-18 03:00,42.38,25.81,3.503,0,0
06-02-18 04:00,42.01,26.1,3.516,0,0
06-02-18 05:00,44.96,27.7,3.57,0,0
06-02-18 06:00,49.27,33.1,3.608,0.0045,0.1313
06-02-18 07:00,56.67,39.14,3.809,0.5217,14.7762
06-02-18 08:00,62.11,43.92,4.644,3.1721,65.1875
06-02-18 09:00,62.08,45,5.515,7.5901,120.1096
06-02-18 10:00,58.2,44.24,6.298,13.1516,167.5031
06-02-18 11:00,55.72,43.61,6.991,20.4721,205.0568
06-02-18 12:00,53.45,41.25,7.493,23.2521,214.2073
06-02-18 13:00,52.56,40.83,7.777,20.0272,195.8507
06-02-18 14:00,52.57,42.06,7.785,12.3175,151.43
06-02-18 15:00,51.74,42.7,7.482,4.7883,89.3393
06-02-18 16:00,55.95,43.59,6.77,0.8575,28.3872
06-02-18 17:00,60.21,44.83,6.097,0.0149,0.7507
06-02-18 18:00,66.73,46,5.841,0,0
06-02-18 19:00,63.83,44.8,5.695,0,0
06-02-18 20:00,58.65,42.12,5.617,0,0
06-02-18 21:00,49.31,38.95,5.512,0,0
06-02-18 22:00,48.1,34.99,5.443,0,0
06-02-18 23:00,44.7,31.54,5.412,0,0
07-02-18 00:00,42.95,28.69,5.244,0,0
07-02-18 01:00,39.83,27.11,5.101,0,0
07-02-18 02:00,39.64,26.33,4.982,0,0
07-02-18 03:00,41.02,26.18,4.816,0,0
07-02-18 04:00,40.97,26.58,4.625,0,0
07-02-18 05:00,42.46,28.11,4.456,0,0
07-02-18 06:00,49.35,33.5,4.296,0.0083,0.1713
07-02-18 07:00,59.06,39.65,4.409,1.1703,18.721
07-02-18 08:00,62.95,44.12,5.265,10.279,85.2856
07-02-18 09:00,60.04,45.31,6.252,33.8365,157.2211
07-02-18 10:00,55.9,45.1,7.189,61.6924,207.6528
07-02-18 11:00,53.06,44.55,7.919,84.6852,235.2238
07-02-18 12:00,49.7,42.23,8.391,94.4888,240.1567
07-02-18 13:00,49.35,41.82,8.56,82.0183,222.9815
07-02-18 14:00,49.76,42.87,8.48,55.8966,184.2201
07-02-18 15:00,50.74,43.51,8.089,26.0064,123.5782
07-02-18 16:00,55.19,44.43,7.079,5.8084,48.6765
07-02-18 17:00,61.55,45.42,5.748,0.0975,1.5825
07-02-18 18:00,66.39,46.27,5.279,0,0
07-02-18 19:00,66.98,44.87,5.013,0,0
07-02-18 20:00,55.21,42.17,4.831,0,0
07-02-18 21:00,51.99,39,4.696,0,0
07-02-18 22:00,50.42,35.17,4.571,0,0
07-02-18 23:00,45.65,31.82,4.394,0,0
08-02-18 00:00,45.6,28.79,4.192,0,0
08-02-18 01:00,43.27,27.22,4.002,0,0
08-02-18 02:00,41.71,26.39,3.826,0,0
08-02-18 03:00,42.85,26.16,3.687,0,0
08-02-18 04:00,41.95,26.44,3.576,0,0
08-02-18 05:00,44.58,27.96,3.491,0,0
08-02-18 06:00,49.96,32.93,3.363,0.0184,0.2363
08-02-18 07:00,63.52,39.06,3.591,3.3957,24.6345
08-02-18 08:00,66.24,43.43,4.951,28.8776,96.8124
08-02-18 09:00,64.39,44.36,6.36,86.2742,155.0723
08-02-18 10:00,63.67,44.07,7.559,154.4415,185.7272
08-02-18 11:00,56.65,43.33,8.488,199.8224,198.8912
08-02-18 12:00,51.21,40.88,9.022,213.4477,199.0515
08-02-18 13:00,50.56,40.41,9.234,190.9096,187.9176
08-02-18 14:00,51.56,41.79,9.162,135.4664,164.7952
08-02-18 15:00,53.83,42.48,8.775,65.5578,123.421
08-02-18 16:00,57.63,43.48,7.647,12.6221,54.7954
08-02-18 17:00,65.84,44.53,6.08,0.1372,1.8149
08-02-18 18:00,72.33,45.78,5.56,0,0
08-02-18 19:00,72.24,44.46,5.244,0,0
08-02-18 20:00,60.87,41.84,4.969,0,0
08-02-18 21:00,54.13,38.79,4.71,0,0
08-02-18 22:00,53.64,34.92,4.451,0,0
08-02-18 23:00,49.71,31.59,4.189,0,0
09-02-18 00:00,49.12,28.77,3.943,0,0
09-02-18 01:00,48,27.2,3.694,0,0
09-02-18 02:00,45.36,26.39,3.465,0,0
09-02-18 03:00,44.63,26.07,3.289,0,0
09-02-18 04:00,45.02,26.42,3.109,0,0
09-02-18 05:00,46.59,27.8,2.929,0,0
09-02-18 06:00,52.14,32.79,2.718,0.051,0.3374
09-02-18 07:00,54.32,38.78,3.036,11.359,29.2115
09-02-18 08:00,55.15,43.19,4.827,70.1213,90.7041
09-02-18 09:00,54.75,44.39,6.516,159.6372,128.0526
09-02-18 10:00,53.74,44.19,7.925,250.1282,144.0755
09-02-18 11:00,53.11,43.73,8.809,292.4031,157.0617
09-02-18 12:00,50.81,41.23,9.233,266.8612,173.6024
09-02-18 13:00,48.92,40.52,9.357,207.5589,178.6372
09-02-18 14:00,50.26,41.67,9.24,135.0038,162.9223
09-02-18 15:00,51.6,42.12,8.859,67.0604,122.3084
09-02-18 16:00,54.08,43.04,7.741,14.5357,55.9211
09-02-18 17:00,54.9,44.06,6.223,0.209,2.2269
09-02-18 18:00,57.59,45.17,5.537,0,0
09-02-18 19:00,58.06,43.97,4.993,0,0
09-02-18 20:00,54.47,41.3,4.495,0,0
09-02-18 21:00,51.58,38.26,4.065,0,0
09-02-18 22:00,50.35,34.65,3.718,0,0
09-02-18 23:00,46.1,31.32,3.482,0,0
10-02-18 00:00,47.11,28.59,3.279,0,0
10-02-18 01:00,44.91,26.9,3.09,0,0
10-02-18 02:00,41.71,25.94,2.916,0,0
10-02-18 03:00,43.04,25.54,2.756,0,0
10-02-18 04:00,43.01,25.47,2.7,0,0
10-02-18 05:00,41.71,26.04,2.642,0,0
10-02-18 06:00,44.02,28.45,2.53,0.0023,0.1102
10-02-18 07:00,47.82,31.91,2.67,1.6649,22.7129
10-02-18 08:00,49.22,34.41,4.158,20.8953,98.8701
10-02-18 09:00,49.35,35.78,5.72,69.0866,164.0573
10-02-18 10:00,48.54,35.44,7.133,136.4814,199.3969
10-02-18 11:00,47.18,34.52,8.086,182.3042,214.1228
10-02-18 12:00,44.87,32.81,8.579,182.6354,219.0061
10-02-18 13:00,41.63,31.31,8.726,154.8414,208.7574
